受访者 ID,年龄 ,Gender, 地区 ,答题时长(秒),Q1_整体满意度,Q2_推荐意愿,Q3_使用频率,Q4_是否购买,Q5_界面满意度,Q6_功能满意度,Q7_体验评分,Q8_性价比评分,Q9_复购意愿
R03120,56+,女,杭州,435,一般,肯定会,总是,是,非常满意,可能不会,8,5,经常
R03121,26-35,男,深圳,423,满意,不确定,经常,是,不满意,肯定会,5,4,偶尔
R03122,18-25,女,杭州,218,满意,可能不会,很少,是,非常不满意,肯定不会,7,5,总是
R03123,26-35,女,杭州,475,非常不满意,不确定,偶尔,否,非常满意,肯定会,2,5,偶尔
R03124,26-35,男,成都,489,非常不满意,可能会,总是,是,一般,肯定不会,4,3,总是
R03125,26-35,女,成都,410,一般,肯定会,经常,否,非常不满意,可能会,7,6,从不
R03126,26-35,女,上海,457,非常满意,可能不会,经常,否,非常满意,可能会,5,6,很少
R03127,26-35,女,上海,466,一般,肯定会,从不,否,非常不满意,肯定不会,3,1,偶尔
R03128,26-35,女,成都,444,满意,可能会,偶尔,否,一般,可能不会,3,2,经常
R03129,36-45,男,杭州,182,满意,肯定会,偶尔,否,一般,可能会,10,7,从不
R03130,18-25,男,上海,595,满意,不确定,总是,否,一般,肯定会,3,1,偶尔
R03131,26-35,男,成都,107,非常满意,不确定,经常,是,一般,可能不会,3,9,偶尔
R03132,18-25,男,成都,400,非常满意,可能会,经常,是,一般,可能会,7,1,很少
R03133,36-45,女,杭州,461,非常满意,可能会,偶尔,否,一般,可能不会,9,9,很少
R03134,36-45,女,北京,166,不满意,不确定,经常,是,非常满意,可能不会,4,9,很少
R03135,18-25,女,深圳,228,不满意,可能会,偶尔,是,满意,可能会,7,4,经常
R03136,46-55,男,杭州,330,一般,可能会,偶尔,是,非常不满意,可能会,3,7,很少
R03137,26-35,男,深圳,435,一般,不确定,偶尔,是,满意,可能会,1,3,很少
R03138,18-25,女,成都,364,满意,可能不会,偶尔,否,满意,不确定,7,2,很少
R03139,36-45,女,成都,497,满意,可能会,总是,是,不满意,可能会,5,4,偶尔
R03140,56+,女,成都,93,一般,可能会,偶尔,否,一般,可能不会,7,3,很少
R03141,46-55,男,成都,521,非常满意,肯定会,偶尔,否,满意,肯定会,7,1,偶尔
R03142,18-25,男,上海,425,非常满意,可能不会,经常,否,一般,不确定,4,3,总是
R03143,46-55,女,北京,473,满意,可能不会,很少,否,满意,可能不会,6,10,经常
R03144,26-35,女,广州,525,一般,肯定会,从不,是,非常满意,可能会,3,10,很少
R03145,26-35,其他,成都,416,一般,不确定,经常,是,非常满意,肯定会,7,2,偶尔
R03146,26-35,男,深圳,443,满意,不确定,经常,否,非常满意,可能会,9,4,偶尔
R03147,36-45,男,广州,74,满意,可能会,很少,否,非常不满意,可能不会,4,8,偶尔
R03148,18-25,女,杭州,461,非常满意,可能不会,经常,是,非常满意,不确定,7,7,经常
R03149,46-55,女,成都,84,满意,肯定不会,经常,是,一般,肯定不会,3,3,偶尔
R03150,18-25,女,深圳,433,非常不满意,不确定,偶尔,否,一般,肯定会,10,3,经常
R03151,56+,女,上海,300,非常满意,可能会,从不,是,不满意,可能会,5,8,经常
R03152,26-35,男,深圳,570,非常满意,不确定,很少,是,一般,可能会,9,10,偶尔
R03153,46-55,男,广州,395,一般,可能会,偶尔,否,满意,可能会,4,7,经常
R03154,26-35,女,深圳,583,一般,肯定会,从不,是,满意,可能会,10,6,经常
R03155,26-35,男,广州,167,满意,可能会,总是,否,非常不满意,可能会,1,10,偶尔
R03156,36-45,男,杭州,123,一般,可能会,很少,否,一般,肯定会,5,6,经常
R03157,18-25,女,成都,250,满意,可能会,很少,是,满意,可能会,8,3,很少
R03158,18-25,女,北京,211,不满意,不确定,偶尔,是,非常不满意,肯定不会,10,10,很少
R03159,46-55,女,成都,250,满意,肯定会,偶尔,是,满意,不确定,2,7,从不
R03160,36-45,男,杭州,468,一般,肯定会,经常,否,非常满意,可能不会,10,7,偶尔
R03161,36-45,女,成都,64,非常满意,肯定会,经常,是,不满意,可能会,7,5,总是
R03162,46-55,男,广州,550,不满意,可能会,经常,是,非常满意,可能会,8,3,很少
R03163,46-55,女,杭州,181,满意,可能不会,偶尔,是,非常满意,肯定会,7,4,偶尔
R03164,26-35,女,北京,580,一般,肯定会,从不,是,非常满意,肯定会,6,6,经常
R03165,18-25,女,上海,137,非常满意,可能会,总是,是,一般,肯定不会,3,3,很少
R03166,26-35,女,北京,341,非常满意,可能会,经常,否,满意,可能会,4,8,经常
R03167,26-35,男,杭州,335,一般,可能会,总是,是,不满意,不确定,7,4,很少
R03168,18-25,其他,深圳,539,满意,不确定,总是,是,不满意,肯定会,5,3,总是
R03169,46-55,男,广州,170,非常满意,肯定会,经常,是,满意,可能会,10,1,总是
R03170,46-55,其他,深圳,323,满意,可能不会,偶尔,是,不满意,肯定会,9,4,经常
R03171,18-25,女,成都,394,非常不满意,可能会,很少,是,非常不满意,不确定,6,2,总是
R03172,18-25,男,杭州,385,满意,可能会,总是,否,非常满意,肯定不会,8,2,经常
R03173,46-55,女,广州,126,非常满意,可能会,总是,是,一般,不确定,2,6,总是
R03174,46-55,女,杭州,276,一般,可能会,经常,否,一般,可能不会,7,9,经常
R03175,18-25,女,杭州,204,满意,可能不会,偶尔,是,满意,可能会,5,6,经常
R03176,26-35,男,北京,102,一般,可能会,偶尔,是,满意,不确定,2,10,经常
R03177,46-55,其他,广州,586,非常满意,可能会,很少,否,满意,可能不会,5,6,很少
R03178,36-45,男,深圳,488,一般,不确定,总是,否,不满意,可能不会,8,5,经常
R03179,26-35,女,成都,143,满意,可能会,从不,是,一般,可能会,8,4,偶尔
R03180,46-55,男,杭州,140,不满意,可能会,偶尔,是,满意,肯定会,4,2,很少
R03181,26-35,女,深圳,524,满意,肯定会,经常,否,满意,不确定,8,3,总是
R03182,36-45,女,杭州,496,满意,可能不会,从不,是,一般,可能会,2,10,经常
R03183,18-25,女,成都,168,满意,肯定会,经常,否,一般,可能会,9,7,经常
R03184,18-25,男,成都,563,非常满意,肯定不会,经常,是,满意,可能会,6,4,总是
R03185,26-35,女,广州,523,非常满意,不确定,从不,是,不满意,可能不会,4,9,经常
R03186,26-35,男,成都,338,非常不满意,可能会,偶尔,否,一般,不确定,8,7,经常
R03187,18-25,女,杭州,118,满意,可能不会,很少,否,满意,可能会,7,4,偶尔
R03188,46-55,男,杭州,117,一般,不确定,偶尔,是,满意,可能不会,4,3,经常
R03189,26-35,其他,深圳,497,满意,不确定,经常,是,非常满意,可能会,6,10,经常
R03190,26-35,女,深圳,534,非常满意,可能会,很少,是,非常满意,可能会,10,3,很少
R03191,18-25,女,深圳,336,一般,可能会,很少,是,满意,肯定不会,8,2,总是
R03192,46-55,其他,上海,507,一般,不确定,经常,是,一般,肯定会,10,5,总是
R03193,36-45,女,深圳,108,满意,可能会,经常,是,满意,可能会,9,7,很少
R03194,36-45,男,杭州,122,满意,可能会,经常,是,一般,可能会,2,8,经常
R03195,26-35,女,成都,366,非常满意,可能不会,总是,否,一般,肯定会,6,5,偶尔
R03196,26-35,其他,成都,93,满意,可能会,偶尔,是,不满意,肯定会,6,8,偶尔
R03197,18-25,女,成都,376,非常不满意,肯定会,很少,否,一般,可能会,1,4,偶尔
R03198,26-35,男,广州,532,满意,肯定会,经常,是,非常满意,可能会,8,10,经常
R03199,56+,女,上海,560,一般,可能会,从不,是,满意,不确定,2,10,总是
R03200,46-55,男,杭州,83,满意,肯定会,总是,是,满意,可能不会,1,5,很少
R03201,36-45,女,广州,124,满意,可能会,经常,是,满意,可能会,2,4,经常
R03202,36-45,男,杭州,64,一般,可能会,从不,否,不满意,不确定,8,3,经常
R03203,26-35,女,深圳,116,满意,肯定会,偶尔,是,满意,可能会,1,5,经常
R03204,26-35,男,成都,566,一般,可能会,偶尔,是,满意,不确定,7,4,很少
R03205,18-25,男,上海,311,满意,肯定会,经常,否,非常满意,肯定会,6,2,经常
R03206,36-45,女,广州,103,一般,不确定,很少,是,不满意,肯定不会,1,2,偶尔
R03207,36-45,女,广州,110,满意,肯定会,偶尔,否,一般,可能会,4,6,经常
R03208,18-25,女,成都,308,非常满意,不确定,总是,否,满意,可能会,4,4,偶尔
R03209,46-55,女,北京,299,非常满意,可能会,从不,否,满意,肯定会,2,9,经常
R03210,36-45,女,深圳,215,非常满意,可能不会,总是,是,满意,可能会,7,4,经常
R03211,36-45,男,广州,285,不满意,肯定会,偶尔,否,满意,可能会,1,9,经常
R03212,18-25,男,杭州,122,一般,肯定会,总是,是,非常满意,肯定会,8,1,经常
R03213,26-35,男,杭州,203,满意,可能会,偶尔,否,一般,可能会,7,5,偶尔
R03214,46-55,女,上海,125,非常满意,可能会,经常,是,非常满意,不确定,3,9,偶尔
R03215,26-35,男,北京,461,一般,肯定会,经常,是,满意,肯定会,3,1,很少
R03216,56+,男,成都,546,满意,可能会,偶尔,是,非常不满意,可能会,4,10,经常
R03217,36-45,男,深圳,550,不满意,肯定会,经常,否,一般,肯定会,2,1,偶尔
R03218,26-35,女,北京,552,一般,不确定,经常,是,非常满意,不确定,4,5,偶尔
R03219,26-35,女,北京,113,非常满意,可能会,经常,是,满意,可能会,4,9,偶尔
R03220,26-35,男,北京,413,满意,可能会,从不,是,非常满意,肯定会,6,5,偶尔
R03221,26-35,女,杭州,375,满意,不确定,经常,是,一般,不确定,9,8,从不
R03222,26-35,女,上海,253,满意,不确定,经常,是,一般,可能会,3,6,经常
R03223,36-45,女,广州,306,满意,肯定不会,总是,是,满意,可能不会,1,4,经常
R03224,46-55,其他,成都,194,满意,可能不会,总是,否,非常满意,不确定,10,6,经常
R03225,26-35,男,深圳,518,一般,可能会,总是,是,一般,肯定不会,1,8,经常
R03226,18-25,女,北京,496,满意,肯定会,经常,是,非常不满意,可能不会,6,2,偶尔
R03227,26-35,男,成都,499,满意,可能会,经常,是,不满意,不确定,3,2,总是
R03228,36-45,女,北京,279,一般,可能会,经常,是,满意,肯定会,7,6,偶尔
R03229,46-55,女,北京,125,满意,不确定,总是,是,满意,可能会,10,5,总是
R03230,26-35,男,北京,136,满意,可能会,总是,否,一般,可能不会,8,9,总是
R03231,36-45,其他,上海,239,一般,可能会,偶尔,是,满意,肯定会,8,7,偶尔
R03232,36-45,男,成都,426,非常满意,不确定,偶尔,否,一般,可能会,6,1,偶尔
R03233,26-35,男,北京,483,非常满意,肯定会,从不,是,满意,不确定,3,6,偶尔
R03234,18-25,其他,上海,527,非常不满意,肯定会,偶尔,是,满意,可能会,1,9,从不
R03235,18-25,女,杭州,366,满意,可能会,从不,否,一般,可能会,3,9,偶尔
R03236,56+,女,广州,362,不满意,可能不会,偶尔,是,满意,可能会,1,10,很少
R03237,36-45,其他,广州,402,一般,不确定,经常,是,非常不满意,可能会,5,5,经常
R03238,46-55,女,广州,451,非常满意,肯定会,很少,是,一般,肯定会,2,5,偶尔
R03239,26-35,男,成都,329,满意,可能会,从不,否,不满意,可能会,6,5,偶尔
R03240,36-45,男,上海,306,满意,可能会,很少,否,非常满意,不确定,5,10,经常
R03241,46-55,男,广州,128,满意,不确定,总是,否,满意,可能会,6,3,很少
R03242,26-35,女,上海,544,满意,不确定,很少,是,满意,肯定不会,2,8,经常
R03243,18-25,女,广州,528,一般,可能不会,从不,否,一般,可能不会,1,10,偶尔
R03244,36-45,女,深圳,158,非常满意,可能不会,经常,是,非常满意,不确定,7,2,经常
R03245,46-55,女,广州,523,非常满意,肯定会,从不,否,一般,不确定,9,4,偶尔
R03246,46-55,男,深圳,357,一般,可能会,很少,是,一般,肯定不会,9,5,经常
R03247,46-55,女,北京,586,一般,可能会,总是,是,满意,可能会,9,8,很少
R03248,36-45,女,广州,396,非常不满意,可能会,很少,否,不满意,肯定不会,4,8,偶尔
R03249,36-45,女,北京,518,满意,肯定会,总是,否,满意,可能会,7,1,总是
R03250,36-45,女,上海,471,不满意,可能会,经常,是,满意,可能会,3,9,偶尔
R03251,36-45,女,北京,269,一般,可能会,总是,否,满意,不确定,3,8,偶尔
R03252,36-45,女,成都,123,满意,可能会,经常,否,一般,可能会,2,6,偶尔
R03253,56+,男,杭州,317,满意,可能会,从不,是,不满意,不确定,1,1,很少
R03254,26-35,女,广州,290,一般,可能不会,很少,否,满意,不确定,10,7,经常
R03255,26-35,男,深圳,402,非常满意,可能会,经常,否,非常满意,可能会,7,4,很少
R03256,26-35,男,北京,427,满意,可能会,经常,是,不满意,可能会,8,9,偶尔
R03257,18-25,男,成都,62,不满意,可能会,经常,否,非常满意,可能会,2,4,很少
R03258,36-45,女,深圳,544,满意,肯定会,总是,是,不满意,可能不会,5,2,经常
R03259,26-35,女,广州,512,非常不满意,可能会,经常,是,一般,不确定,10,7,很少
R03260,18-25,女,杭州,582,满意,肯定会,经常,否,满意,可能不会,3,3,经常
R03261,36-45,男,广州,579,非常满意,不确定,从不,是,一般,可能会,4,6,很少
R03262,18-25,女,北京,562,满意,肯定会,经常,是,一般,不确定,2,1,经常
R03263,26-35,女,北京,204,满意,不确定,经常,是,满意,肯定会,3,9,偶尔
R03264,36-45,男,广州,196,一般,可能不会,从不,是,满意,可能会,4,2,很少
R03265,46-55,女,杭州,564,满意,不确定,从不,否,非常满意,可能会,8,10,很少
R03266,36-45,女,广州,153,满意,不确定,总是,是,一般,可能会,3,1,很少
R03267,26-35,男,深圳,402,非常满意,可能会,总是,是,一般,不确定,5,7,很少
R03268,46-55,女,北京,154,一般,可能会,经常,是,非常不满意,可能不会,2,3,偶尔
R03269,46-55,女,成都,528,非常满意,可能会,偶尔,否,满意,可能会,4,7,很少
R03270,46-55,男,成都,190,不满意,可能会,总是,是,满意,可能不会,4,5,偶尔
R03271,18-25,女,杭州,446,满意,可能会,总是,否,一般,可能会,10,2,经常
R03272,18-25,男,广州,599,一般,肯定会,总是,是,一般,肯定会,10,5,经常
R03273,18-25,男,成都,509,不满意,不确定,经常,否,满意,不确定,5,5,总是
R03274,26-35,女,上海,170,满意,可能会,很少,是,非常不满意,不确定,7,6,很少
R03275,46-55,女,杭州,350,一般,不确定,经常,是,一般,肯定不会,5,6,很少
R03276,36-45,男,北京,197,满意,可能会,经常,否,一般,不确定,1,9,经常
R03277,18-25,女,上海,85,一般,肯定会,偶尔,是,不满意,可能不会,10,2,很少
R03278,36-45,男,成都,507,满意,可能会,偶尔,是,一般,可能不会,8,8,总是
R03279,26-35,女,杭州,195,满意,肯定会,经常,否,一般,可能不会,5,2,很少
R03280,18-25,女,上海,384,非常满意,肯定会,从不,是,满意,可能不会,2,3,偶尔
R03281,26-35,女,广州,200,一般,肯定会,总是,否,非常不满意,不确定,2,10,偶尔
R03282,36-45,女,北京,281,非常满意,肯定不会,经常,否,一般,可能不会,10,9,经常
R03283,26-35,女,北京,561,非常满意,不确定,总是,是,非常满意,可能会,9,4,总是
R03284,36-45,女,杭州,531,一般,可能会,经常,否,不满意,不确定,4,3,总是
R03285,26-35,女,成都,600,满意,肯定会,经常,是,不满意,肯定不会,9,6,经常
R03286,26-35,女,杭州,588,非常满意,可能会,经常,否,满意,可能会,5,3,经常
R03287,26-35,男,广州,568,非常满意,可能会,很少,是,满意,不确定,4,4,经常
R03288,46-55,女,深圳,386,一般,肯定会,很少,是,满意,可能会,10,8,很少
R03289,26-35,其他,广州,72,一般,肯定会,总是,否,一般,不确定,5,4,经常
R03290,46-55,女,成都,92,非常满意,可能会,从不,否,满意,可能不会,7,4,很少
R03291,26-35,男,广州,360,满意,肯定不会,经常,否,一般,肯定会,5,5,偶尔
R03292,56+,女,杭州,304,非常满意,可能会,总是,是,不满意,肯定会,3,6,偶尔
R03293,18-25,男,深圳,502,非常满意,肯定会,从不,是,不满意,肯定会,3,8,经常
R03294,46-55,女,北京,347,一般,可能会,很少,是,一般,可能会,2,6,很少
R03295,26-35,女,深圳,275,不满意,肯定会,经常,是,满意,可能不会,7,6,总是
R03296,46-55,男,成都,117,非常满意,肯定会,从不,是,一般,肯定不会,3,8,偶尔
R03297,26-35,男,广州,120,不满意,肯定会,很少,是,一般,不确定,2,1,总是
R03298,26-35,男,杭州,79,一般,肯定会,经常,是,非常满意,可能不会,8,4,偶尔
R03299,18-25,男,上海,521,非常满意,肯定会,从不,否,一般,肯定会,9,2,总是
R03300,46-55,女,北京,292,非常满意,肯定会,很少,是,非常不满意,可能不会,7,4,总是
R03301,18-25,女,上海,545,非常满意,不确定,很少,是,满意,肯定会,4,2,很少
R03302,18-25,男,上海,449,一般,可能会,偶尔,是,一般,不确定,3,6,很少
R03303,26-35,其他,北京,216,满意,不确定,经常,否,一般,可能会,5,8,偶尔
R03304,26-35,女,北京,138,满意,可能不会,偶尔,否,非常满意,肯定不会,7,6,很少
R03305,46-55,男,杭州,348,一般,肯定会,偶尔,否,一般,不确定,7,3,很少
R03306,26-35,女,上海,553,一般,可能会,经常,是,一般,不确定,6,3,经常
R03307,26-35,男,广州,361,满意,不确定,从不,是,一般,肯定会,3,6,偶尔
R03308,36-45,女,北京,520,满意,可能会,很少,是,满意,肯定会,7,1,经常
R03309,36-45,男,成都,253,一般,肯定会,经常,是,非常满意,肯定不会,7,1,很少
R03310,26-35,男,成都,449,非常满意,不确定,总是,否,不满意,肯定不会,6,5,经常
R03311,36-45,女,杭州,321,非常不满意,不确定,经常,是,满意,不确定,1,9,偶尔
R03312,18-25,女,成都,87,满意,可能会,偶尔,否,一般,不确定,9,4,偶尔
